field_key,src_table,label,abbreviation,dict_category,dict_unit,param_type,specimen,n_rows,n_keys,n_numeric,n_with_uom,unit_observed,p01,p50,p99,unit_recovery_rate,numeric_rate,dtype_inferred,coverage,missing_rate,obs_per_key
D5-1/2 NS w/40 KCL (ml/hr),eicu.infusionDrug,D5-1/2 NS w/40 KCL (ml/hr),,,,,,37,1,37,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,37.0
d5w + abx (ml/hr),eicu.infusionDrug,d5w + abx (ml/hr),,,,,,37,1,37,0,,10.0,10.0,20.0,0.0,1.0,numeric,0.0,1.0,37.0
PROPOFOL (mcg/kg/min),eicu.infusionDrug,PROPOFOL (mcg/kg/min),,,,,,37,1,37,0,,0.0,25.0,50.0,0.0,1.0,numeric,0.0,1.0,37.0
1/2 NS + 20 KCL (ml/hr),eicu.infusionDrug,1/2 NS + 20 KCL (ml/hr),,,,,,37,1,37,0,,0.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,37.0
PROTONEX (mg/hr),eicu.infusionDrug,PROTONEX (mg/hr),,,,,,37,1,37,0,,8.0,8.0,8.0,0.0,1.0,numeric,0.0,1.0,37.0
1/4 NSS (ml/hr),eicu.infusionDrug,1/4 NSS (ml/hr),,,,,,36,1,36,0,,65.0,100.0,250.0,0.0,1.0,numeric,0.0,1.0,36.0
1000cc d5w w/ 3 amps nahco3 (ml/hr),eicu.infusionDrug,1000cc d5w w/ 3 amps nahco3 (ml/hr),,,,,,36,1,36,0,,50.0,50.0,250.0,0.0,1.0,numeric,0.0,1.0,36.0
NS via Venous Sheath (ml/hr),eicu.infusionDrug,NS via Venous Sheath (ml/hr),,,,,,36,1,36,0,,20.0,20.0,20.0,0.0,1.0,numeric,0.0,1.0,36.0
Ativan (mg/hr),eicu.infusionDrug,Ativan (mg/hr),,,,,,36,3,36,0,,0.0,0.0,15.0,0.0,1.0,numeric,0.0,1.0,12.0
hypertonic saline (ml/hr),eicu.infusionDrug,hypertonic saline (ml/hr),,,,,,36,1,36,0,,0.0,30.0,30.0,0.0,1.0,numeric,0.0,1.0,36.0
D5/0.2%NACL w/20meq kcl (ml/hr),eicu.infusionDrug,D5/0.2%NACL w/20meq kcl (ml/hr),,,,,,36,1,36,0,,40.0,60.0,60.0,0.0,1.0,numeric,0.0,1.0,36.0
3%NS (ml/hr),eicu.infusionDrug,3%NS (ml/hr),,,,,,36,6,36,0,,0.0,25.0,50.0,0.0,1.0,numeric,0.0001,0.9999,6.0
Vecuronium (mcg/kg/min) (mcg/kg/min),eicu.infusionDrug,Vecuronium (mcg/kg/min) (mcg/kg/min),,,,,,36,3,36,0,,0.18,0.3,0.8,0.0,1.0,numeric,0.0,1.0,12.0
Labetalol STD 500 mg Sodium Chloride 0.9% 500 ml (mg/min),eicu.infusionDrug,Labetalol STD 500 mg Sodium Chloride 0.9% 500 ml (mg/min),,,,,,36,5,36,0,,0.05,1.0,4.0,0.0,1.0,numeric,0.0,1.0,7.2
1/4 NS (ml/hr),eicu.infusionDrug,1/4 NS (ml/hr),,,,,,36,2,36,0,,50.0,75.0,100.0,0.0,1.0,numeric,0.0,1.0,18.0
Volume (ml) Phenylephrine,eicu.infusionDrug,Volume (ml) Phenylephrine,,,,,,36,24,0,0,,,,,0.0,0.0,categorical,0.0002,0.9998,1.5
Sodium Bicarb drip (ml/hr),eicu.infusionDrug,Sodium Bicarb drip (ml/hr),,,,,,36,1,36,0,,250.0,250.0,500.0,0.0,1.0,numeric,0.0,1.0,36.0
1/2NS + 2Amps HCO3 (ml/hr),eicu.infusionDrug,1/2NS + 2Amps HCO3 (ml/hr),,,,,,36,1,36,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,36.0
D5W 1/2NS (ml/hr),eicu.infusionDrug,D5W 1/2NS (ml/hr),,,,,,35,1,35,0,,0.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,35.0
LR + 10 meq KCl  (ml/hr),eicu.infusionDrug,LR + 10 meq KCl  (ml/hr),,,,,,35,1,35,0,,60.0,60.0,60.0,0.0,1.0,numeric,0.0,1.0,35.0
MIv (ml/hr),eicu.infusionDrug,MIv (ml/hr),,,,,,35,3,35,0,,0.0,75.0,100.0,0.0,1.0,numeric,0.0,1.0,11.667
NS w/20 KCL (ml/hr),eicu.infusionDrug,NS w/20 KCL (ml/hr),,,,,,35,2,35,0,,0.0,85.0,100.0,0.0,1.0,numeric,0.0,1.0,17.5
N-Acetylcystine (mg/kg/hr),eicu.infusionDrug,N-Acetylcystine (mg/kg/hr),,,,,,35,1,35,0,,7.6,7.6,150.0,0.0,1.0,numeric,0.0,1.0,35.0
Hypertonic NSS (ml/hr),eicu.infusionDrug,Hypertonic NSS (ml/hr),,,,,,35,1,35,0,,30.0,30.0,250.0,0.0,1.0,numeric,0.0,1.0,35.0
Volume (mL) Magnesium ,eicu.infusionDrug,Volume (mL) Magnesium ,,,,,,35,28,0,0,,,,,0.0,0.0,categorical,0.0003,0.9997,1.25
D5 1/2NS +KCl 10 mEq (ml/hr),eicu.infusionDrug,D5 1/2NS +KCl 10 mEq (ml/hr),,,,,,35,1,35,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,35.0
Na Bicarb  (ml/hr),eicu.infusionDrug,Na Bicarb  (ml/hr),,,,,,35,1,35,0,,100.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,35.0
Procainamide (ml/hr),eicu.infusionDrug,Procainamide (ml/hr),,,,,,35,4,35,0,,15.0,15.0,622.3,0.0,1.0,numeric,0.0,1.0,8.75
ffp (ml/hr),eicu.infusionDrug,ffp (ml/hr),,,,,,35,10,35,0,,0.0,120.0,650.0,0.0,1.0,numeric,0.0001,0.9999,3.5
D51/2NS20KCL10MMKPHO (ml/hr),eicu.infusionDrug,D51/2NS20KCL10MMKPHO (ml/hr),,,,,,35,1,35,0,,150.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,35.0
Activase Cathflo (mg/hr),eicu.infusionDrug,Activase Cathflo (mg/hr),,,,,,35,1,35,0,,0.0,0.45,0.45,0.0,1.0,numeric,0.0,1.0,35.0
WBC's in pericardial fluid,eicu.lab,WBC's in pericardial fluid,,,,,,34,32,34,0,,51.0,3088.0,51250.0,0.0,1.0,numeric,0.0003,0.9997,1.063
Esmolol,eicu.infusionDrug,Esmolol,,,,,,34,19,0,0,,,,,0.0,0.0,categorical,0.0002,0.9998,1.789
D5HCO3 (ml/hr),eicu.infusionDrug,D5HCO3 (ml/hr),,,,,,34,2,34,0,,60.0,125.0,150.0,0.0,1.0,numeric,0.0,1.0,17.0
insulin (ml/hr),eicu.infusionDrug,insulin (ml/hr),,,,,,34,2,34,0,,3.0,5.5,8.0,0.0,1.0,numeric,0.0,1.0,17.0
TPA (),eicu.infusionDrug,TPA (),,,,,,34,1,34,0,,0.0,10.0,20.0,0.0,1.0,numeric,0.0,1.0,34.0
0.9 Sodium Chloride (ml/hr),eicu.infusionDrug,0.9 Sodium Chloride (ml/hr),,,,,,34,1,34,0,,0.0,75.0,100.0,0.0,1.0,numeric,0.0,1.0,34.0
 3% NACL (ml/hr),eicu.infusionDrug, 3% NACL (ml/hr),,,,,,34,1,34,0,,0.0,20.0,20.0,0.0,1.0,numeric,0.0,1.0,34.0
D5LR20K (ml/hr),eicu.infusionDrug,D5LR20K (ml/hr),,,,,,34,1,34,0,,75.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,34.0
.45%NS (ml/hr),eicu.infusionDrug,.45%NS (ml/hr),,,,,,34,1,34,0,,150.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,34.0
2% Saline (ml/hr),eicu.infusionDrug,2% Saline (ml/hr),,,,,,34,2,34,0,,0.0,46.0,70.0,0.0,1.0,numeric,0.0,1.0,17.0
NSS RFS (ml/hr),eicu.infusionDrug,NSS RFS (ml/hr),,,,,,34,1,34,0,,0.0,20.0,20.0,0.0,1.0,numeric,0.0,1.0,34.0
ketamine (mg/kg/min),eicu.infusionDrug,ketamine (mg/kg/min),,,,,,34,1,34,0,,0.0,0.0,0.01,0.0,1.0,numeric,0.0,1.0,34.0
NS 20KCL (ml/hr),eicu.infusionDrug,NS 20KCL (ml/hr),,,,,,34,2,34,0,,50.0,100.0,200.0,0.0,1.0,numeric,0.0,1.0,17.0
D51/2 NS (ml/hr),eicu.infusionDrug,D51/2 NS (ml/hr),,,,,,34,1,34,0,,0.0,0.0,80.0,0.0,1.0,numeric,0.0,1.0,34.0
Dexmedetomidine (mg/kg/hr),eicu.infusionDrug,Dexmedetomidine (mg/kg/hr),,,,,,34,3,34,0,,0.0,0.6,1.0,0.0,1.0,numeric,0.0,1.0,11.333
3 %NaCl (ml/hr),eicu.infusionDrug,3 %NaCl (ml/hr),,,,,,34,1,34,0,,0.0,30.0,30.0,0.0,1.0,numeric,0.0,1.0,34.0
C ABX _NSS (ml/hr),eicu.infusionDrug,C ABX _NSS (ml/hr),,,,,,34,1,34,0,,0.0,10.0,20.0,0.0,1.0,numeric,0.0,1.0,34.0
Volume (mL)-sodium chloride 0.9 % bolus 750 mL (ml/hr),eicu.infusionDrug,Volume (mL)-sodium chloride 0.9 % bolus 750 mL (ml/hr),,,,,,34,31,34,0,,125.0,750.0,1500.0,0.0,1.0,numeric,0.0003,0.9997,1.097
NSS carrier heparin (ml/hr),eicu.infusionDrug,NSS carrier heparin (ml/hr),,,,,,34,1,34,0,,0.0,9.0,9.0,0.0,1.0,numeric,0.0,1.0,34.0
NSS carrier lasix (ml/hr),eicu.infusionDrug,NSS carrier lasix (ml/hr),,,,,,34,1,34,0,,0.0,9.0,9.0,0.0,1.0,numeric,0.0,1.0,34.0
1/2NSS (ml/hr),eicu.infusionDrug,1/2NSS (ml/hr),,,,,,34,2,34,0,,20.0,75.0,150.0,0.0,1.0,numeric,0.0,1.0,17.0
angiomax (mg/kg/hr),eicu.infusionDrug,angiomax (mg/kg/hr),,,,,,33,5,33,0,,0.0,1.73,1.76,0.0,1.0,numeric,0.0,1.0,6.6
naloxone (mcg/kg/hr),eicu.infusionDrug,naloxone (mcg/kg/hr),,,,,,33,4,33,0,,0.0,1.0,1.5,0.0,1.0,numeric,0.0,1.0,8.25
D5W with 150meq NaHCO3/L (ml/hr),eicu.infusionDrug,D5W with 150meq NaHCO3/L (ml/hr),,,,,,33,1,33,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,33.0
FLAGYL (ml/hr),eicu.infusionDrug,FLAGYL (ml/hr),,,,,,33,2,33,0,,0.0,0.0,500.0,0.0,1.0,numeric,0.0,1.0,16.5
D5.45 NS/20meq KCL (ml/hr),eicu.infusionDrug,D5.45 NS/20meq KCL (ml/hr),,,,,,33,1,33,0,,75.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,33.0
d5 1/2ns. (ml/hr),eicu.infusionDrug,d5 1/2ns. (ml/hr),,,,,,33,1,33,0,,40.0,40.0,80.0,0.0,1.0,numeric,0.0,1.0,33.0
Lorazepam,eicu.infusionDrug,Lorazepam,,,,,,33,26,0,0,,,,,0.0,0.0,categorical,0.0002,0.9998,1.269
octreotide (mcg/hr),eicu.infusionDrug,octreotide (mcg/hr),,,,,,33,1,33,0,,25.0,25.0,25.0,0.0,1.0,numeric,0.0,1.0,33.0
FE Dextran (ml/hr),eicu.infusionDrug,FE Dextran (ml/hr),,,,,,33,1,33,0,,0.0,28.5,28.5,0.0,1.0,numeric,0.0,1.0,33.0
NS bolus (ml/hr),eicu.infusionDrug,NS bolus (ml/hr),,,,,,33,8,33,0,,0.0,200.0,999.0,0.0,1.0,numeric,0.0001,0.9999,4.125
Fent/Bupi Epidural (ml/hr),eicu.infusionDrug,Fent/Bupi Epidural (ml/hr),,,,,,33,1,33,0,,6.0,6.0,8.0,0.0,1.0,numeric,0.0,1.0,33.0
D10/0.45 (ml/hr),eicu.infusionDrug,D10/0.45 (ml/hr),,,,,,33,1,33,0,,0.0,50.0,150.0,0.0,1.0,numeric,0.0,1.0,33.0
Solumedrol  (mg/kg/hr),eicu.infusionDrug,Solumedrol  (mg/kg/hr),,,,,,33,1,33,0,,0.0,5.22,5.39,0.0,1.0,numeric,0.0,1.0,33.0
d5W/NaCO3 (ml/hr),eicu.infusionDrug,d5W/NaCO3 (ml/hr),,,,,,33,1,33,0,,50.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,33.0
d5ns (ml/hr),eicu.infusionDrug,d5ns (ml/hr),,,,,,33,2,33,0,,0.0,75.0,250.0,0.0,1.0,numeric,0.0,1.0,16.5
MVI BAG (ml/hr),eicu.infusionDrug,MVI BAG (ml/hr),,,,,,33,4,33,0,,0.0,100.0,150.0,0.0,1.0,numeric,0.0,1.0,8.25
TF  (ml/hr),eicu.infusionDrug,TF  (ml/hr),,,,,,33,3,33,0,,0.0,65.0,65.0,0.0,1.0,numeric,0.0,1.0,11.0
Octreotide 500 mcg Sodium Chloride 0.9% 500 ml (mcg/hr),eicu.infusionDrug,Octreotide 500 mcg Sodium Chloride 0.9% 500 ml (mcg/hr),,,,,,33,24,33,0,,25.0,50.0,50.0,0.0,1.0,numeric,0.0002,0.9998,1.375
.9 nss (ml/hr),eicu.infusionDrug,.9 nss (ml/hr),,,,,,33,1,33,0,,17.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,33.0
Warmed NS - Belmont (ml/hr),eicu.infusionDrug,Warmed NS - Belmont (ml/hr),,,,,,33,1,33,0,,0.0,0.0,600.0,0.0,1.0,numeric,0.0,1.0,33.0
Amikacin - peak,eicu.lab,Amikacin - peak,,,,,,32,24,31,32,mcg/mL,2.7,16.1,42.0,1.0,0.9688,numeric,0.0002,0.9998,1.333
sodium bicarbonate 2 AMPS (ml/hr),eicu.infusionDrug,sodium bicarbonate 2 AMPS (ml/hr),,,,,,32,1,32,0,,50.0,75.0,100.0,0.0,1.0,numeric,0.0,1.0,32.0
D5LR w/ 10 mEq KCL (ml/hr),eicu.infusionDrug,D5LR w/ 10 mEq KCL (ml/hr),,,,,,32,1,32,0,,100.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,32.0
morphine (mg/hr),eicu.infusionDrug,morphine (mg/hr),,,,,,32,1,32,0,,0.5,0.6,1.2,0.0,1.0,numeric,0.0,1.0,32.0
Calcium (ml/hr),eicu.infusionDrug,Calcium (ml/hr),,,,,,32,1,32,0,,0.0,10.0,10.0,0.0,1.0,numeric,0.0,1.0,32.0
NS 20mEQ KCL (ml/hr),eicu.infusionDrug,NS 20mEQ KCL (ml/hr),,,,,,32,1,32,0,,0.0,80.0,80.0,0.0,1.0,numeric,0.0,1.0,32.0
txa (mg/hr),eicu.infusionDrug,txa (mg/hr),,,,,,32,1,32,0,,0.0,0.0,125.0,0.0,1.0,numeric,0.0,1.0,32.0
SODIUM BICARBONATE / 0.45%NS (ml/hr),eicu.infusionDrug,SODIUM BICARBONATE / 0.45%NS (ml/hr),,,,,,32,1,32,0,,0.0,107.0,107.0,0.0,1.0,numeric,0.0,1.0,32.0
HSV 1&2 IgG AB,eicu.lab,HSV 1&2 IgG AB,,,,,,31,29,4,0,,1.1,3.41,6.9,0.0,0.129,mixed,0.0003,0.9997,1.069
RBC (ml/hr),eicu.infusionDrug,RBC (ml/hr),,,,,,31,13,31,0,,0.0,0.0,350.0,0.0,1.0,numeric,0.0001,0.9999,2.385
D5LR w/ 20 KCL (ml/hr),eicu.infusionDrug,D5LR w/ 20 KCL (ml/hr),,,,,,31,2,31,0,,17.0,17.0,70.0,0.0,1.0,numeric,0.0,1.0,15.5
0.9NS w/20KCl (ml/hr),eicu.infusionDrug,0.9NS w/20KCl (ml/hr),,,,,,31,1,31,0,,80.0,80.0,80.0,0.0,1.0,numeric,0.0,1.0,31.0
0.45%NS with 20meq KCl (ml/hr),eicu.infusionDrug,0.45%NS with 20meq KCl (ml/hr),,,,,,31,1,31,0,,0.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,31.0
Propofol (mcg/min),eicu.infusionDrug,Propofol (mcg/min),,,,,,31,10,31,0,,0.0,20.0,66.67,0.0,1.0,numeric,0.0001,0.9999,3.1
D5W with 40 mEq KCl (ml/hr),eicu.infusionDrug,D5W with 40 mEq KCl (ml/hr),,,,,,31,1,31,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,31.0
D5W + 20 KCL (ml/hr),eicu.infusionDrug,D5W + 20 KCL (ml/hr),,,,,,31,1,31,0,,0.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,31.0
Nitroprusside(Nipride)STD 50 mg Dextrose 5% 250 ml (mcg/kg/min),eicu.infusionDrug,Nitroprusside(Nipride)STD 50 mg Dextrose 5% 250 ml (mcg/kg/min),,,,,,31,6,31,0,,0.0,0.8,4.6,0.0,1.0,numeric,0.0001,0.9999,5.167
1/2NS w/ 40K (ml/hr),eicu.infusionDrug,1/2NS w/ 40K (ml/hr),,,,,,31,1,31,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,31.0
1/2 NS W/ 20 KCL (ml/hr),eicu.infusionDrug,1/2 NS W/ 20 KCL (ml/hr),,,,,,31,1,31,0,,0.0,75.0,100.0,0.0,1.0,numeric,0.0,1.0,31.0
LR  (ml/hr),eicu.infusionDrug,LR  (ml/hr),,,,,,31,2,31,0,,17.0,17.0,500.0,0.0,1.0,numeric,0.0,1.0,15.5
NS w/ 20meq KCL (ml/hr),eicu.infusionDrug,NS w/ 20meq KCL (ml/hr),,,,,,31,1,31,0,,100.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,31.0
0.45nss (ml/hr),eicu.infusionDrug,0.45nss (ml/hr),,,,,,31,1,31,0,,0.0,50.0,75.0,0.0,1.0,numeric,0.0,1.0,31.0
MAG RIDER (ml/hr),eicu.infusionDrug,MAG RIDER (ml/hr),,,,,,30,16,30,0,,0.0,25.0,100.0,0.0,1.0,numeric,0.0001,0.9999,1.875
Zemuron (mcg/kg/min),eicu.infusionDrug,Zemuron (mcg/kg/min),,,,,,30,1,30,0,,10.0,12.0,16.0,0.0,1.0,numeric,0.0,1.0,30.0
0.45 NSS/Sodium Bicarbonate 150meq (ml/hr),eicu.infusionDrug,0.45 NSS/Sodium Bicarbonate 150meq (ml/hr),,,,,,30,1,30,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,30.0
ivf without Vasoactives (ml/hr),eicu.infusionDrug,ivf without Vasoactives (ml/hr),,,,,,30,1,30,0,,0.0,10.0,200.0,0.0,1.0,numeric,0.0,1.0,30.0
NA PHOS RIDER (ml/hr),eicu.infusionDrug,NA PHOS RIDER (ml/hr),,,,,,30,7,30,0,,0.0,0.0,125.0,0.0,1.0,numeric,0.0001,0.9999,4.286
ALBUMIN (ml/hr),eicu.infusionDrug,ALBUMIN (ml/hr),,,,,,30,7,30,0,,0.0,0.0,900.0,0.0,1.0,numeric,0.0001,0.9999,4.286
NS + MVI (ml/hr),eicu.infusionDrug,NS + MVI (ml/hr),,,,,,30,2,30,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,15.0
0.9% NS Venous Sheath (ml/hr),eicu.infusionDrug,0.9% NS Venous Sheath (ml/hr),,,,,,30,1,30,0,,0.0,20.0,20.0,0.0,1.0,numeric,0.0,1.0,30.0
d5/0.45%nacl/20K (ml/hr),eicu.infusionDrug,d5/0.45%nacl/20K (ml/hr),,,,,,30,1,30,0,,0.0,100.0,200.0,0.0,1.0,numeric,0.0,1.0,30.0
0.3%NS (ml/hr),eicu.infusionDrug,0.3%NS (ml/hr),,,,,,30,1,30,0,,30.0,30.0,30.0,0.0,1.0,numeric,0.0,1.0,30.0
Scale A RHI (units/hr),eicu.infusionDrug,Scale A RHI (units/hr),,,,,,30,2,30,0,,0.0,1.0,1.0,0.0,1.0,numeric,0.0,1.0,15.0
D5NSS + 40 KCL (ml/hr),eicu.infusionDrug,D5NSS + 40 KCL (ml/hr),,,,,,30,1,30,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,30.0
ANBX (ml/hr),eicu.infusionDrug,ANBX (ml/hr),,,,,,30,1,30,0,,20.0,20.0,125.0,0.0,1.0,numeric,0.0,1.0,30.0
keatmine (mg/hr),eicu.infusionDrug,keatmine (mg/hr),,,,,,29,1,29,0,,10.0,20.0,20.0,0.0,1.0,numeric,0.0,1.0,29.0
D5 + 150 Bicarb (ml/hr),eicu.infusionDrug,D5 + 150 Bicarb (ml/hr),,,,,,29,2,29,0,,0.0,100.0,150.0,0.0,1.0,numeric,0.0,1.0,14.5
NS w/20meq kcl (ml/hr),eicu.infusionDrug,NS w/20meq kcl (ml/hr),,,,,,29,1,29,0,,0.0,0.0,150.0,0.0,1.0,numeric,0.0,1.0,29.0
d51/2nss w 20kcl (ml/hr),eicu.infusionDrug,d51/2nss w 20kcl (ml/hr),,,,,,29,1,29,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,29.0
tpn w/ fat (ml/hr),eicu.infusionDrug,tpn w/ fat (ml/hr),,,,,,29,1,29,0,,0.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,29.0
Neo Synephrine (mcg/min),eicu.infusionDrug,Neo Synephrine (mcg/min),,,,,,29,1,29,0,,10.0,50.0,80.0,0.0,1.0,numeric,0.0,1.0,29.0
SWI w/ 150meq HCO3 (ml/hr),eicu.infusionDrug,SWI w/ 150meq HCO3 (ml/hr),,,,,,29,1,29,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,29.0
diprivan (mcg/min),eicu.infusionDrug,diprivan (mcg/min),,,,,,29,1,29,0,,20.0,45.0,50.0,0.0,1.0,numeric,0.0,1.0,29.0
NAHCO3 (ml/hr),eicu.infusionDrug,NAHCO3 (ml/hr),,,,,,29,3,29,0,,0.0,17.0,250.0,0.0,1.0,numeric,0.0,1.0,9.667
NSS carrier for Prima (ml/hr),eicu.infusionDrug,NSS carrier for Prima (ml/hr),,,,,,29,1,29,0,,0.0,9.0,9.0,0.0,1.0,numeric,0.0,1.0,29.0
Amicar Drip (ml/hr),eicu.infusionDrug,Amicar Drip (ml/hr),,,,,,29,2,29,0,,1.0,10.0,20.0,0.0,1.0,numeric,0.0,1.0,14.5
Bicarbonate (ml/hr),eicu.infusionDrug,Bicarbonate (ml/hr),,,,,,29,7,29,0,,0.0,84.0,150.0,0.0,1.0,numeric,0.0001,0.9999,4.143
Ketamine (mcg/kg/min),eicu.infusionDrug,Ketamine (mcg/kg/min),,,,,,29,2,29,0,,0.0,2.96,3.533,0.0,1.0,numeric,0.0,1.0,14.5
Bicarb 250 mEq/250 mls (ml/hr),eicu.infusionDrug,Bicarb 250 mEq/250 mls (ml/hr),,,,,,29,1,29,0,,0.0,25.0,25.0,0.0,1.0,numeric,0.0,1.0,29.0
NS Med Flush (ml/hr),eicu.infusionDrug,NS Med Flush (ml/hr),,,,,,29,1,29,0,,0.0,40.0,50.0,0.0,1.0,numeric,0.0,1.0,29.0
IVF + electrolytes (ml/hr),eicu.infusionDrug,IVF + electrolytes (ml/hr),,,,,,29,1,29,0,,0.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,29.0
D5RL (ml/hr),eicu.infusionDrug,D5RL (ml/hr),,,,,,29,1,29,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,29.0
NaBicarb Gtt (ml/hr),eicu.infusionDrug,NaBicarb Gtt (ml/hr),,,,,,29,1,29,0,,100.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,29.0
D5/0.9% NaCl (ml/hr),eicu.infusionDrug,D5/0.9% NaCl (ml/hr),,,,,,29,1,29,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,29.0
NS with thiamine/folite/VitB12 (ml/hr),eicu.infusionDrug,NS with thiamine/folite/VitB12 (ml/hr),,,,,,29,1,29,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,29.0
NS for Blood Administration,eicu.infusionDrug,NS for Blood Administration,,,,,,28,15,0,0,,,,,0.0,0.0,categorical,0.0001,0.9999,1.867
oxacillin (ml/hr),eicu.infusionDrug,oxacillin (ml/hr),,,,,,28,3,28,0,,0.0,41.7,200.0,0.0,1.0,numeric,0.0,1.0,9.333
0.45%NS MF (ml/hr),eicu.infusionDrug,0.45%NS MF (ml/hr),,,,,,28,1,28,0,,0.0,10.0,10.0,0.0,1.0,numeric,0.0,1.0,28.0
Dextrose 10 (ml/hr),eicu.infusionDrug,Dextrose 10 (ml/hr),,,,,,28,1,28,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,28.0
D5W 0.45%NACL+40MEK KCL (ml/hr),eicu.infusionDrug,D5W 0.45%NACL+40MEK KCL (ml/hr),,,,,,28,1,28,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,28.0
Sod. Bicarb (ml/hr),eicu.infusionDrug,Sod. Bicarb (ml/hr),,,,,,28,6,28,0,,0.0,75.0,100.0,0.0,1.0,numeric,0.0001,0.9999,4.667
20 meq KCL (ml/hr),eicu.infusionDrug,20 meq KCL (ml/hr),,,,,,28,2,28,0,,0.0,0.0,100.0,0.0,1.0,numeric,0.0,1.0,14.0
d5 150meq Bicarb (ml/hr),eicu.infusionDrug,d5 150meq Bicarb (ml/hr),,,,,,28,1,28,0,,0.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,28.0
NS rider (ml/hr),eicu.infusionDrug,NS rider (ml/hr),,,,,,28,1,28,0,,5.0,5.0,15.0,0.0,1.0,numeric,0.0,1.0,28.0
LR KCL (ml/hr),eicu.infusionDrug,LR KCL (ml/hr),,,,,,28,1,28,0,,150.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,28.0
NS WITH 20 MEQ KCL (ml/hr),eicu.infusionDrug,NS WITH 20 MEQ KCL (ml/hr),,,,,,28,1,28,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,28.0
primacore (mcg/kg/min),eicu.infusionDrug,primacore (mcg/kg/min),,,,,,28,1,28,0,,0.0,0.5,0.5,0.0,1.0,numeric,0.0,1.0,28.0
Lorazepam (mg/kg/hr),eicu.infusionDrug,Lorazepam (mg/kg/hr),,,,,,28,4,28,0,,0.0,0.01,0.08,0.0,1.0,numeric,0.0,1.0,7.0
D5 with150MEQ HC03 (ml/hr),eicu.infusionDrug,D5 with150MEQ HC03 (ml/hr),,,,,,28,1,28,0,,150.0,250.0,400.0,0.0,1.0,numeric,0.0,1.0,28.0
D5W + NaHCO3 150meq (ml/hr),eicu.infusionDrug,D5W + NaHCO3 150meq (ml/hr),,,,,,28,1,28,0,,0.0,200.0,200.0,0.0,1.0,numeric,0.0,1.0,28.0
NSS w/ABX (ml/hr),eicu.infusionDrug,NSS w/ABX (ml/hr),,,,,,28,1,28,0,,20.0,20.0,20.0,0.0,1.0,numeric,0.0,1.0,28.0
NS W/ 20 MEQ KCL (ml/hr),eicu.infusionDrug,NS W/ 20 MEQ KCL (ml/hr),,,,,,28,1,28,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,28.0
3% Hypertonic Saline (ml/hr),eicu.infusionDrug,3% Hypertonic Saline (ml/hr),,,,,,28,2,28,0,,0.0,0.0,250.0,0.0,1.0,numeric,0.0,1.0,14.0
D5 150meq bicarb (ml/hr),eicu.infusionDrug,D5 150meq bicarb (ml/hr),,,,,,28,1,28,0,,200.0,300.0,300.0,0.0,1.0,numeric,0.0,1.0,28.0
lactated ringer's (ml/hr),eicu.infusionDrug,lactated ringer's (ml/hr),,,,,,28,1,28,0,,0.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,28.0
lactated ringers (ml/hr),eicu.infusionDrug,lactated ringers (ml/hr),,,,,,28,2,28,0,,75.0,75.0,500.0,0.0,1.0,numeric,0.0,1.0,14.0
