base_concept,group,db,field_key,method,src_table,unit_observed,p01,p50,p99,n_rows,evidence,src_file
ptt,lab,mimic-iii,825,unspecified,mimiciii.CHARTEVENTS,,21.1992,34.0379,150.0,101087,adjudicated:both_agree,mimiciii_01
platelets,lab,mimic-iii,828,unspecified,mimiciii.CHARTEVENTS,,23.039,187.6201,720.3343,131344,adjudicated:both_agree,mimiciii_01
potassium,lab,mimic-iii,829,unspecified,mimiciii.CHARTEVENTS,,2.9024,4.0026,6.1357,236291,adjudicated:both_agree,mimiciii_01
rbc,lab,mimic-iii,833,unspecified,mimiciii.CHARTEVENTS,/mic l,2.2643,3.3735,5.0008,121983,adjudicated:both_agree,mimiciii_01
sodium,lab,mimic-iii,837,unspecified,mimiciii.CHARTEVENTS,,126.279,139.0,152.8665,155424,adjudicated:both_agree,mimiciii_01
wbc,lab,mimic-iii,861,unspecified,mimiciii.CHARTEVENTS,,1.9753,11.3781,36.7802,123348,adjudicated:both_agree,mimiciii_01
pain_score,vital,mimic-iii,1044,unspecified,mimiciii.CHARTEVENTS,,,,,101730,adjudicated:both_agree,mimiciii_01
ph,respiratory_bloodgas,mimic-iii,1126,unspecified,mimiciii.CHARTEVENTS,,7.1587,7.4,7.5359,198847,adjudicated:both_agree,mimiciii_01
wbc,lab,mimic-iii,1127,unspecified,mimiciii.CHARTEVENTS,,1.9302,11.3713,36.8829,116680,adjudicated:both_agree,mimiciii_01
bun,lab,mimic-iii,1162,unspecified,mimiciii.CHARTEVENTS,,4.3802,22.8685,120.194,101664,adjudicated:both_agree,mimiciii_01
chloride,lab,mimic-iii,1523,unspecified,mimiciii.CHARTEVENTS,,90.0072,105.5994,120.6179,100844,adjudicated:both_agree,mimiciii_01
creatinine,lab,mimic-iii,1525,unspecified,mimiciii.CHARTEVENTS,,0.2997,0.9529,7.6348,102180,adjudicated:both_agree,mimiciii_01
potassium,lab,mimic-iii,1535,unspecified,mimiciii.CHARTEVENTS,,2.9026,4.0,6.113,173775,adjudicated:both_agree,mimiciii_01
sodium,lab,mimic-iii,1536,unspecified,mimiciii.CHARTEVENTS,,126.4181,139.0,152.4895,117173,adjudicated:both_agree,mimiciii_01
co,vital,mimic-iii,89,measured,mimiciii.CHARTEVENTS,L/min,2.6827,5.2405,12.7617,31812,adjudicated:both_agree,mimiciii_02
o2_device,respiratory_bloodgas,mimic-iii,468,unspecified,mimiciii.CHARTEVENTS,,,,,39187,adjudicated:both_agree,mimiciii_02
o2_flow_additional,respiratory_bloodgas,mimic-iii,471,unspecified,mimiciii.CHARTEVENTS,lpm,0.1822,4.979,22.3517,36314,adjudicated:adjudicated,mimiciii_02
weight,vital,mimic-iii,763,measured,mimiciii.CHARTEVENTS,kg,43.3304,82.8566,160.7859,33368,adjudicated:both_agree,mimiciii_02
inr,lab,mimic-iii,815,unspecified,mimiciii.CHARTEVENTS,,0.9,1.3,4.9695,93551,adjudicated:both_agree,mimiciii_02
lactate,lab,mimic-iii,818,unspecified,mimiciii.CHARTEVENTS,,0.5994,1.8082,15.4723,52180,adjudicated:both_agree,mimiciii_02
svo2,respiratory_bloodgas,mimic-iii,823,unspecified,mimiciii.CHARTEVENTS,,42.4378,65.13,87.0426,34230,adjudicated:both_agree,mimiciii_02
pt,lab,mimic-iii,824,unspecified,mimiciii.CHARTEVENTS,,11.395,14.1303,35.5638,93282,adjudicated:both_agree,mimiciii_02
so2,respiratory_bloodgas,mimic-iii,834,unspecified,mimiciii.CHARTEVENTS,%,85.0873,97.0,99.3223,68387,adjudicated:both_agree,mimiciii_02
pain_score,vital,mimic-iii,1045,unspecified,mimiciii.CHARTEVENTS,,,,,36973,adjudicated:adjudicated,mimiciii_02
pt,lab,mimic-iii,1286,unspecified,mimiciii.CHARTEVENTS,,11.2991,14.2173,37.8749,71061,adjudicated:both_agree,mimiciii_02
calcium,lab,mimic-iii,1522,unspecified,mimiciii.CHARTEVENTS,mg/dl,6.419,8.299,10.5947,85464,adjudicated:both_agree,mimiciii_02
inr,lab,mimic-iii,1530,unspecified,mimiciii.CHARTEVENTS,,0.9,1.3,5.0173,71232,adjudicated:both_agree,mimiciii_02
lactate,lab,mimic-iii,1531,unspecified,mimiciii.CHARTEVENTS,,0.5986,1.7971,14.9317,44288,adjudicated:both_agree,mimiciii_02
ptt,lab,mimic-iii,1533,unspecified,mimiciii.CHARTEVENTS,,20.9918,33.9611,150.0,76889,adjudicated:both_agree,mimiciii_02
wbc,lab,mimic-iii,1542,unspecified,mimiciii.CHARTEVENTS,,1.7946,11.2926,37.5389,92990,adjudicated:both_agree,mimiciii_02
paop,vital,mimic-iii,504,invasive,mimiciii.CHARTEVENTS,mmHg,4.7971,17.0,35.6511,20368,adjudicated:both_agree,mimiciii_03
pvr,vital,mimic-iii,512,invasive,mimiciii.CHARTEVENTS,...,27.252,176.6401,643.5816,11529,adjudicated:both_agree,mimiciii_03
pvri,vital,mimic-iii,513,invasive,mimiciii.CHARTEVENTS,...,53.8746,345.8572,1147.2136,10605,adjudicated:both_agree,mimiciii_03
respiratory_rate,vital,mimic-iii,651,measured,mimiciii.CHARTEVENTS,BPM,8.683,24.0285,46.072,22419,adjudicated:both_agree,mimiciii_03
tidal_volume,respiratory_bloodgas,mimic-iii,652,measured,mimiciii.CHARTEVENTS,L,0.1076,0.3619,0.8611,22476,adjudicated:both_agree,mimiciii_03
admission_weight,demographic,mimic-iii,762,unspecified,mimiciii.CHARTEVENTS,kg,42.3267,78.8358,159.4041,28884,adjudicated:both_agree,mimiciii_03
alt,lab,mimic-iii,769,unspecified,mimiciii.CHARTEVENTS,,5.5772,45.4984,4753.9235,27755,adjudicated:both_agree,mimiciii_03
ast,lab,mimic-iii,770,unspecified,mimiciii.CHARTEVENTS,,10.8363,59.0152,6705.1052,27637,adjudicated:both_agree,mimiciii_03
albumin,lab,mimic-iii,772,unspecified,mimiciii.CHARTEVENTS,,1.4004,2.7003,4.3388,20451,adjudicated:both_agree,mimiciii_03
alkaline_phosphatase,lab,mimic-iii,773,unspecified,mimiciii.CHARTEVENTS,,31.9449,98.6585,757.4804,27032,adjudicated:both_agree,mimiciii_03
amylase,lab,mimic-iii,775,unspecified,mimiciii.CHARTEVENTS,,10.2111,65.7365,1003.3825,14619,adjudicated:both_agree,mimiciii_03
ck_cpk,lab,mimic-iii,784,unspecified,mimiciii.CHARTEVENTS,,12.237,207.751,18899.0237,27752,adjudicated:both_agree,mimiciii_03
ck_mb,lab,mimic-iii,785,unspecified,mimiciii.CHARTEVENTS,,1.0,8.7457,433.4778,18201,adjudicated:both_agree,mimiciii_03
basophils,lab,mimic-iii,796,unspecified,mimiciii.CHARTEVENTS,,0.0,0.1,1.7061,14188,adjudicated:both_agree,mimiciii_03
eosinophils,lab,mimic-iii,797,unspecified,mimiciii.CHARTEVENTS,,0.0,0.4967,10.5731,14187,adjudicated:both_agree,mimiciii_03
lymphocytes,lab,mimic-iii,798,unspecified,mimiciii.CHARTEVENTS,,0.0,8.9024,49.6553,14189,adjudicated:both_agree,mimiciii_03
monocytes,lab,mimic-iii,799,unspecified,mimiciii.CHARTEVENTS,,0.0,4.0,18.0546,14188,adjudicated:both_agree,mimiciii_03
neutrophils,lab,mimic-iii,800,unspecified,mimiciii.CHARTEVENTS,,10.9416,81.9102,96.5966,14189,adjudicated:both_agree,mimiciii_03
fibrinogen,lab,mimic-iii,806,unspecified,mimiciii.CHARTEVENTS,,76.1959,254.9418,923.9014,13050,adjudicated:both_agree,mimiciii_03
ld_ldh,lab,mimic-iii,817,unspecified,mimiciii.CHARTEVENTS,,118.1798,320.1364,7622.3902,15574,adjudicated:both_agree,mimiciii_03
bilirubin,unassigned,mimic-iii,848,unspecified,mimiciii.CHARTEVENTS,,0.0626,1.186,39.8788,26831,adjudicated:both_agree,mimiciii_03
admission_height,demographic,mimic-iii,920,unspecified,mimiciii.CHARTEVENTS,inches,54.9492,67.0,76.0573,28884,adjudicated:both_agree,mimiciii_03
albumin,lab,mimic-iii,1521,unspecified,mimiciii.CHARTEVENTS,,1.4312,2.727,4.3661,15719,adjudicated:both_agree,mimiciii_03
fibrinogen,lab,mimic-iii,1528,unspecified,mimiciii.CHARTEVENTS,,76.9397,250.7356,926.9303,10663,adjudicated:both_agree,mimiciii_03
bilirubin,unassigned,mimic-iii,1538,unspecified,mimiciii.CHARTEVENTS,,0.006,1.1546,40.6385,20857,adjudicated:both_agree,mimiciii_03
po2,respiratory_bloodgas,mimic-iii,220224,unspecified,mimiciii.CHARTEVENTS,mmHg,52.9244,110.4819,446.7518,13803,adjudicated:both_agree,mimiciii_03
pco2,respiratory_bloodgas,mimic-iii,220235,unspecified,mimiciii.CHARTEVENTS,mmHg,24.0179,40.3039,74.7242,13803,adjudicated:both_agree,mimiciii_03
hematocrit,lab,mimic-iii,220545,unspecified,mimiciii.CHARTEVENTS,%,20.4049,29.1045,44.0488,12651,adjudicated:both_agree,mimiciii_03
chloride,lab,mimic-iii,220602,unspecified,mimiciii.CHARTEVENTS,mEq/L,92.1716,106.0,120.8353,10671,adjudicated:both_agree,mimiciii_03
creatinine,lab,mimic-iii,220615,unspecified,mimiciii.CHARTEVENTS,mg/dL,0.3212,1.0,6.3461,10737,adjudicated:both_agree,mimiciii_03
sodium,lab,mimic-iii,220645,unspecified,mimiciii.CHARTEVENTS,mEq/L,128.4892,139.4334,152.8064,10776,adjudicated:both_agree,mimiciii_03
ph,respiratory_bloodgas,mimic-iii,223830,unspecified,mimiciii.CHARTEVENTS,units,7.1536,7.4,7.5441,14396,adjudicated:both_agree,mimiciii_03
base_excess,respiratory_bloodgas,mimic-iii,224828,unspecified,mimiciii.CHARTEVENTS,mEq/L,-11.7706,0.0,12.7757,13804,adjudicated:both_agree,mimiciii_03
bun,lab,mimic-iii,225624,unspecified,mimiciii.CHARTEVENTS,mg/dL,4.4998,22.0274,116.5158,10705,adjudicated:both_agree,mimiciii_03
bicarbonate,lab,mimic-iii,225698,unspecified,mimiciii.CHARTEVENTS,mEq/L,14.3634,26.0,42.3467,13802,adjudicated:adjudicated,mimiciii_03
potassium,lab,mimic-iii,227442,unspecified,mimiciii.CHARTEVENTS,mEq/L,2.9173,4.003,5.7884,11404,adjudicated:both_agree,mimiciii_03
bicarbonate,lab,mimic-iii,227443,unspecified,mimiciii.CHARTEVENTS,mEq/L,13.0793,24.9734,37.944,10624,adjudicated:both_agree,mimiciii_03
minute_volume,respiratory_bloodgas,mimic-iii,449,set,mimiciii.CHARTEVENTS,L/min,2.7456,11.4596,19.8036,6533,adjudicated:both_agree,mimiciii_04
sedation_score,vital,mimic-iii,628,unspecified,mimiciii.CHARTEVENTS,,,,,7318,adjudicated:both_agree,mimiciii_04
d_dimer,lab,mimic-iii,793,measured,mimiciii.CHARTEVENTS,,325.96,3069.1597,9945.3403,1494,adjudicated:both_agree,mimiciii_04
bands,lab,mimic-iii,795,measured,mimiciii.CHARTEVENTS,,0.0,1.0,39.7263,9032,adjudicated:both_agree,mimiciii_04
bilirubin_direct,lab,mimic-iii,803,measured,mimiciii.CHARTEVENTS,,0.1,2.2564,28.8185,2612,adjudicated:both_agree,mimiciii_04
bicarbonate,lab,mimic-iii,857,measured,mimiciii.CHARTEVENTS,,10.9286,26.7712,48.1648,5750,adjudicated:both_agree,mimiciii_04
pco2,respiratory_bloodgas,mimic-iii,858,measured,mimiciii.CHARTEVENTS,mmHg,25.6924,45.9338,87.0325,7084,adjudicated:both_agree,mimiciii_04
po2,respiratory_bloodgas,mimic-iii,859,measured,mimiciii.CHARTEVENTS,mmHg,20.9239,41.0,90.7644,7002,adjudicated:both_agree,mimiciii_04
ph,respiratory_bloodgas,mimic-iii,860,measured,mimiciii.CHARTEVENTS,pH,7.1456,7.3809,7.5125,7117,adjudicated:both_agree,mimiciii_04
sedation_score,vital,mimic-iii,1090,unspecified,mimiciii.CHARTEVENTS,,,,,5586,adjudicated:adjudicated,mimiciii_04
bilirubin_direct,lab,mimic-iii,1527,measured,mimiciii.CHARTEVENTS,,0.1,2.3148,28.7023,1953,adjudicated:both_agree,mimiciii_04
aado2,respiratory_bloodgas,mimic-iii,50801,measured,mimiciii.LABEVENTS,mm Hg,160.5502,483.6205,646.5388,12501,adjudicated:both_agree,mimiciii_04
intubated,respiratory_bloodgas,mimic-iii,50812,unspecified,mimiciii.LABEVENTS,,,,,105424,adjudicated:both_agree,mimiciii_04
fio2,respiratory_bloodgas,mimic-iii,50816,unspecified,mimiciii.LABEVENTS,%,23.4313,50.0,100.0,67835,adjudicated:both_agree,mimiciii_04
so2,respiratory_bloodgas,mimic-iii,50817,measured,mimiciii.LABEVENTS,%,47.3149,96.5215,99.0,101480,adjudicated:both_agree,mimiciii_04
requiredo2,respiratory_bloodgas,mimic-iii,50823,unspecified,mimiciii.LABEVENTS,,35.973,80.507,100.0,12531,adjudicated:both_agree,mimiciii_04
tidal_volume,respiratory_bloodgas,mimic-iii,50826,unspecified,mimiciii.LABEVENTS,,251.1668,550.0,891.201,50595,adjudicated:both_agree,mimiciii_04
ventilator,respiratory_bloodgas,mimic-iii,50828,unspecified,mimiciii.LABEVENTS,,,,,40219,adjudicated:both_agree,mimiciii_04
calcium,lab,mimic-iii,50893,measured,mimiciii.LABEVENTS,mg/dL,6.4966,8.3344,10.5586,188005,adjudicated:both_agree,mimiciii_04
hemoglobin,lab,mimic-iii,220228,measured,mimiciii.CHARTEVENTS,g/dl,6.8405,9.9462,15.3566,9822,adjudicated:both_agree,mimiciii_04
wbc,lab,mimic-iii,220546,measured,mimiciii.CHARTEVENTS,K/uL,3.134,11.1318,30.0393,9779,adjudicated:both_agree,mimiciii_04
calcium,lab,mimic-iii,225625,measured,mimiciii.CHARTEVENTS,mg/dL,6.6642,8.3998,10.7038,9009,adjudicated:both_agree,mimiciii_04
lactate,lab,mimic-iii,225668,measured,mimiciii.CHARTEVENTS,mmol/L,0.614,1.8,12.5902,4675,adjudicated:both_agree,mimiciii_04
sex,demographic,mimic-iii,226228,unspecified,mimiciii.CHARTEVENTS,,1.0,1.0,2.0,1615,adjudicated:both_agree,mimiciii_04
ethnicity,demographic,mimic-iii,226545,unspecified,mimiciii.CHARTEVENTS,,,,,1350,adjudicated:both_agree,mimiciii_04
anion_gap,lab,mimic-iii,227073,measured,mimiciii.CHARTEVENTS,mEq/L,6.9522,13.0,24.3755,10037,adjudicated:both_agree,mimiciii_04
platelets,lab,mimic-iii,227457,measured,mimiciii.CHARTEVENTS,K/uL,23.6082,205.2281,684.7899,10044,adjudicated:both_agree,mimiciii_04
pt,lab,mimic-iii,227465,measured,mimiciii.CHARTEVENTS,sec,11.355,14.6508,43.6745,6980,adjudicated:both_agree,mimiciii_04
ptt,lab,mimic-iii,227466,measured,mimiciii.CHARTEVENTS,sec,21.8577,36.5074,150.0,7714,adjudicated:both_agree,mimiciii_04
inr,lab,mimic-iii,227467,measured,mimiciii.CHARTEVENTS,,0.9127,1.3,4.813,6985,adjudicated:both_agree,mimiciii_04
aado2,respiratory_bloodgas,mimic-iv,50801,unspecified,mimiciv.hosp.labevents,mm Hg,175.4919,506.4842,642.0059,6021,adjudicated:both_agree,mimiciv_00
intubated,respiratory_bloodgas,mimic-iv,50812,unspecified,mimiciv.hosp.labevents,,,,,78084,adjudicated:both_agree,mimiciv_00
fio2,respiratory_bloodgas,mimic-iv,50816,set,mimiciv.hosp.labevents,%,20.5334,50.0,100.0,37491,adjudicated:both_agree,mimiciv_00
so2,respiratory_bloodgas,mimic-iv,50817,measured,mimiciv.hosp.labevents,%,40.2065,94.5805,99.0,103057,adjudicated:both_agree,mimiciv_00
requiredo2,respiratory_bloodgas,mimic-iv,50823,unspecified,mimiciv.hosp.labevents,,38.4259,84.723,100.0,6032,adjudicated:both_agree,mimiciv_00
tidal_volume,respiratory_bloodgas,mimic-iv,50826,set,mimiciv.hosp.labevents,,156.5397,450.0,815.754,25965,adjudicated:both_agree,mimiciv_00
respiratory_rate,vital,mimic-iv,50827,set,mimiciv.hosp.labevents,,,,,28724,adjudicated:adjudicated,mimiciv_00
ventilator,respiratory_bloodgas,mimic-iv,50828,unspecified,mimiciv.hosp.labevents,,,,,34425,adjudicated:both_agree,mimiciv_00
alt,lab,mimic-iv,50861,unspecified,mimiciv.hosp.labevents,IU/L,5.989,36.5511,2939.2804,148458,adjudicated:both_agree,mimiciv_00
alkaline_phosphatase,lab,mimic-iv,50863,unspecified,mimiciv.hosp.labevents,IU/L,32.4105,103.2603,825.1698,145230,adjudicated:both_agree,mimiciv_00
amylase,lab,mimic-iv,50867,unspecified,mimiciv.hosp.labevents,IU/L,9.727,64.321,855.4157,13994,adjudicated:both_agree,mimiciv_00
ast,lab,mimic-iv,50878,unspecified,mimiciv.hosp.labevents,IU/L,9.6062,45.0132,4032.1997,148369,adjudicated:both_agree,mimiciv_00
bilirubin_direct,lab,mimic-iv,50883,unspecified,mimiciv.hosp.labevents,mg/dL,0.1,2.0952,29.4412,9568,adjudicated:both_agree,mimiciv_00
bilirubin_indirect,lab,mimic-iv,50884,unspecified,mimiciv.hosp.labevents,mg/dL,0.1,1.0943,13.845,8489,adjudicated:both_agree,mimiciv_00
crp,lab,mimic-iv,50889,unspecified,mimiciv.hosp.labevents,mg/L,0.6299,66.4758,287.1596,7569,adjudicated:both_agree,mimiciv_00
ck_cpk,lab,mimic-iv,50910,unspecified,mimiciv.hosp.labevents,IU/L,12.2373,202.9853,49975.7133,40308,adjudicated:both_agree,mimiciv_00
ck_mb,lab,mimic-iv,50911,unspecified,mimiciv.hosp.labevents,ng/mL,1.0,5.0,284.6577,40493,adjudicated:both_agree,mimiciv_00
ld_ldh,lab,mimic-iv,50954,unspecified,mimiciv.hosp.labevents,IU/L,117.2298,302.7552,5731.1245,79762,adjudicated:both_agree,mimiciv_00
ntprobnp,lab,mimic-iv,50963,unspecified,mimiciv.hosp.labevents,pg/mL,35.2918,2730.2062,49531.4858,4948,adjudicated:both_agree,mimiciv_00
troponin_t,lab,mimic-iv,51003,unspecified,mimiciv.hosp.labevents,ng/mL,0.01,0.1757,11.0712,46160,adjudicated:both_agree,mimiciv_00
lymphocytes_abs,lab,mimic-iv,51133,unspecified,mimiciv.hosp.labevents,K/uL,0.0245,1.0549,8.1096,39263,adjudicated:both_agree,mimiciv_00
atypical_lymphocytes,lab,mimic-iv,51143,unspecified,mimiciv.hosp.labevents,%,0.0,0.0,7.6269,19885,adjudicated:both_agree,mimiciv_00
basophils,lab,mimic-iv,51146,unspecified,mimiciv.hosp.labevents,%,0.0,0.2,2.0441,67908,adjudicated:both_agree,mimiciv_00
eosinophils,lab,mimic-iv,51200,unspecified,mimiciv.hosp.labevents,%,0.0,0.7111,13.6655,67908,adjudicated:both_agree,mimiciv_00
fibrinogen,lab,mimic-iv,51214,unspecified,mimiciv.hosp.labevents,mg/dL,66.8645,236.6251,954.3574,44425,adjudicated:both_agree,mimiciv_00
lymphocytes,lab,mimic-iv,51244,unspecified,mimiciv.hosp.labevents,%,0.4719,11.4235,96.9196,67908,adjudicated:both_agree,mimiciv_00
mch,lab,mimic-iv,51248,unspecified,mimiciv.hosp.labevents,pg,22.5615,30.119,36.4162,475842,adjudicated:both_agree,mimiciv_00
mchc,lab,mimic-iv,51249,unspecified,mimiciv.hosp.labevents,g/dL,28.7053,32.6884,36.5619,475892,adjudicated:both_agree,mimiciv_00
mcv,lab,mimic-iv,51250,unspecified,mimiciv.hosp.labevents,fL,74.1567,91.9966,111.0084,475842,adjudicated:both_agree,mimiciv_00
metamyelocytes,lab,mimic-iv,51251,unspecified,mimiciv.hosp.labevents,%,0.0,0.0,10.2783,21624,adjudicated:both_agree,mimiciv_00
monocytes,lab,mimic-iv,51254,unspecified,mimiciv.hosp.labevents,%,0.0,5.6232,29.7097,67908,adjudicated:both_agree,mimiciv_00
neutrophils,lab,mimic-iv,51256,unspecified,mimiciv.hosp.labevents,%,0.0,77.0774,96.0355,67908,adjudicated:both_agree,mimiciv_00
nrbc,lab,mimic-iv,51257,unspecified,mimiciv.hosp.labevents,%,0.1,1.0,59.1678,11860,adjudicated:both_agree,mimiciv_00
rdw,lab,mimic-iv,51277,unspecified,mimiciv.hosp.labevents,%,11.9942,15.2017,24.9771,475837,adjudicated:both_agree,mimiciv_00
rbc,lab,mimic-iv,51279,unspecified,mimiciv.hosp.labevents,m/uL,2.0403,3.1714,5.2275,475843,adjudicated:both_agree,mimiciv_00
basophils_abs,lab,mimic-iv,52069,unspecified,mimiciv.hosp.labevents,K/uL,0.0,0.02,0.2729,39263,adjudicated:both_agree,mimiciv_00
eosinophils_abs,lab,mimic-iv,52073,unspecified,mimiciv.hosp.labevents,K/uL,0.0,0.0525,1.7326,39275,adjudicated:both_agree,mimiciv_00
monocytes_abs,lab,mimic-iv,52074,unspecified,mimiciv.hosp.labevents,K/uL,0.0,0.6456,3.7893,39263,adjudicated:both_agree,mimiciv_00
neutrophils_abs,lab,mimic-iv,52075,unspecified,mimiciv.hosp.labevents,K/uL,0.0043,7.7995,36.9711,39273,adjudicated:both_agree,mimiciv_00
immature_granulocytes,lab,mimic-iv,52135,unspecified,mimiciv.hosp.labevents,%,0.2,0.8,4.6461,23568,adjudicated:both_agree,mimiciv_00
total_protein,lab,mimic-iv,50976,unspecified,mimiciv.hosp.labevents,g/dL,3.605,5.7417,8.3538,3742,adjudicated:both_agree,mimiciv_01
mbp,vital,mimic-iv,220052,invasive,mimiciv.icu.chartevents,mmHg,49.368,77.0425,128.3253,1529951,adjudicated:both_agree,mimiciv_01
mbp,vital,mimic-iv,220181,noninvasive,mimiciv.icu.chartevents,mmHg,48.8589,78.3078,123.6146,2314564,adjudicated:both_agree,mimiciv_01
gcs_eyes,vital,mimic-iv,220739,unspecified,mimiciv.icu.chartevents,,1.0,4.0,4.0,1040403,adjudicated:both_agree,mimiciv_01
temperature,vital,mimic-iv,223761,unspecified,mimiciv.icu.chartevents,°F,95.9476,98.4996,102.2654,923344,adjudicated:both_agree,mimiciv_01
pain_score,vital,mimic-iv,223791,unspecified,mimiciv.icu.chartevents,,0.0,3.0,10.0,521445,adjudicated:both_agree,mimiciv_01
fio2,respiratory_bloodgas,mimic-iv,223835,set,mimiciv.icu.chartevents,,27.8941,40.7411,100.0,530319,adjudicated:both_agree,mimiciv_01
gcs_verbal,vital,mimic-iv,223900,unspecified,mimiciv.icu.chartevents,,1.0,4.0,5.0,1038554,adjudicated:both_agree,mimiciv_01
gcs_motor,vital,mimic-iv,223901,unspecified,mimiciv.icu.chartevents,,1.0,6.0,6.0,1035968,adjudicated:both_agree,mimiciv_01
temperature_site,vital,mimic-iv,224642,unspecified,mimiciv.icu.chartevents,,,,,1144011,adjudicated:both_agree,mimiciv_01
ectopy_type,vital,mimic-iv,224650,unspecified,mimiciv.icu.chartevents,,,,,3188979,adjudicated:both_agree,mimiciv_01
o2_device,respiratory_bloodgas,mimic-iv,226732,unspecified,mimiciv.icu.chartevents,,,,,933372,adjudicated:both_agree,mimiciv_01
sedation_score,vital,mimic-iv,228096,unspecified,mimiciv.icu.chartevents,,-5.0,0.0,2.7218,743091,adjudicated:both_agree,mimiciv_01
sedation_goal,vital,mimic-iv,228299,unspecified,mimiciv.icu.chartevents,,0.0,0.0,5.0,617071,adjudicated:both_agree,mimiciv_01
hemoglobin,lab,mimic-iv,220228,unspecified,mimiciv.icu.chartevents,g/dl,6.3437,9.6053,15.2917,271578,adjudicated:both_agree,mimiciv_02
hematocrit,lab,mimic-iv,220545,unspecified,mimiciv.icu.chartevents,%,19.6926,29.055,45.9844,268790,adjudicated:both_agree,mimiciv_02
chloride,lab,mimic-iv,220602,unspecified,mimiciv.icu.chartevents,mEq/L,86.6142,103.8044,122.6104,277818,adjudicated:both_agree,mimiciv_02
creatinine,lab,mimic-iv,220615,unspecified,mimiciv.icu.chartevents,mg/dL,0.3,1.0,7.4904,265745,adjudicated:both_agree,mimiciv_02
sodium,lab,mimic-iv,220645,unspecified,mimiciv.icu.chartevents,mEq/L,124.5178,139.0,156.5055,284105,adjudicated:both_agree,mimiciv_02
ventilator_type,respiratory_bloodgas,mimic-iv,223848,unspecified,mimiciv.icu.chartevents,,1.0,1.0,3.896,366137,adjudicated:both_agree,mimiciv_02
pain_score,vital,mimic-iv,224409,unspecified,mimiciv.icu.chartevents,,0.0,1.9906,9.0657,307948,adjudicated:adjudicated,mimiciv_02
ectopy_frequency,vital,mimic-iv,224651,unspecified,mimiciv.icu.chartevents,,,,,481435,adjudicated:both_agree,mimiciv_02
tidal_volume,respiratory_bloodgas,mimic-iv,224685,measured,mimiciv.icu.chartevents,mL,93.0569,448.7032,885.6575,394900,adjudicated:both_agree,mimiciv_02
minute_volume,respiratory_bloodgas,mimic-iv,224687,measured,mimiciv.icu.chartevents,L/min,3.6485,8.941,18.0822,384300,adjudicated:both_agree,mimiciv_02
bun,lab,mimic-iv,225624,unspecified,mimiciv.icu.chartevents,mg/dL,4.1684,22.3413,123.9623,264993,adjudicated:both_agree,mimiciv_02
anion_gap,lab,mimic-iv,227073,unspecified,mimiciv.icu.chartevents,mEq/L,5.9978,13.0,27.4343,264598,adjudicated:both_agree,mimiciv_02
potassium,lab,mimic-iv,227442,unspecified,mimiciv.icu.chartevents,mEq/L,2.9497,4.0542,6.1082,284327,adjudicated:both_agree,mimiciv_02
bicarbonate,lab,mimic-iv,227443,unspecified,mimiciv.icu.chartevents,mEq/L,11.7594,23.9996,38.6175,266003,adjudicated:both_agree,mimiciv_02
delirium_score,vital,mimic-iv,228332,unspecified,mimiciv.icu.chartevents,,,,,269486,adjudicated:adjudicated,mimiciv_02
pasystolic,vital,mimic-iv,220059,invasive,mimiciv.icu.chartevents,mmHg,16.485,36.0456,80.4669,200718,adjudicated:both_agree,mimiciv_03
padiastolic,vital,mimic-iv,220060,invasive,mimiciv.icu.chartevents,mmHg,5.4483,18.993,38.0981,200775,adjudicated:both_agree,mimiciv_03
pamean,vital,mimic-iv,220061,invasive,mimiciv.icu.chartevents,mmHg,10.3703,25.1152,52.2792,197998,adjudicated:both_agree,mimiciv_03
po2,respiratory_bloodgas,mimic-iv,220224,unspecified,mimiciv.icu.chartevents,mmHg,52.5183,109.3363,444.592,208525,adjudicated:both_agree,mimiciv_03
pco2,respiratory_bloodgas,mimic-iv,220235,unspecified,mimiciv.icu.chartevents,mmHg,23.5273,40.3087,77.5851,208494,adjudicated:both_agree,mimiciv_03
wbc,lab,mimic-iv,220546,unspecified,mimiciv.icu.chartevents,K/uL,1.7459,11.0975,41.2939,237864,adjudicated:both_agree,mimiciv_03
sedation_score,vital,mimic-iv,223753,unspecified,mimiciv.icu.chartevents,,1.0,4.0,5.0,145906,adjudicated:both_agree,mimiciv_03
temperature,vital,mimic-iv,223762,unspecified,mimiciv.icu.chartevents,°C,34.144,37.0,39.1562,193264,adjudicated:both_agree,mimiciv_03
ph,respiratory_bloodgas,mimic-iv,223830,unspecified,mimiciv.icu.chartevents,units,7.1157,7.3872,7.5408,214880,adjudicated:both_agree,mimiciv_03
ventilator_mode,respiratory_bloodgas,mimic-iv,223849,set,mimiciv.icu.chartevents,,2.0,12.4098,57.5119,229772,adjudicated:both_agree,mimiciv_03
weight,vital,mimic-iv,224639,measured,mimiciv.icu.chartevents,kg,46.619,87.4513,173.5246,133382,adjudicated:both_agree,mimiciv_03
tidal_volume,respiratory_bloodgas,mimic-iv,224684,set,mimiciv.icu.chartevents,mL,188.8438,450.0,604.3334,205768,adjudicated:both_agree,mimiciv_03
tidal_volume,respiratory_bloodgas,mimic-iv,224686,measured,mimiciv.icu.chartevents,mL,0.2409,446.5169,1021.0231,202505,adjudicated:both_agree,mimiciv_03
