db,src_table,field_name,reason
mimic-iii,D_ITEMS:Free Form Intake,STURDY HOSP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,mgso4 gtt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Fluid bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CISATRA,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,EW INTAKE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CISATRA CC/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cisatricurium cc/hr,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,er crystalloids,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,er prbc,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CARIPORIDE CC/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,APRTININ CC/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/2 STR. VIVONEX,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NAHCO3- CC/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Amiodarone mg/hr,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CARIPORIDE ML/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,LR w/ 40 mEq,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ngt/bile returned,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,free h20 via ngt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cariporide/ns,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CATH LAB IV INTAKE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,angio crystalloid,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Bupivacaine,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CONTRAST IN ANGIO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CRYSTALLOID IN ANGIO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CARIPORIDE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SOLUMEDEROL GTT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CC6 INTAKE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,READI-CAT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,90%CC/CC U/O REPLACE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Cisatracurium gtt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NA+ ACETATE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W + 40 KCL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,vicu cryst,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,epidural drip,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GASTROGRAFIN/NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Precedex mcg/kg/hr,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,hcl 50meq/500cc@   0,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5LR W/40K,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NEURO-RAD IN,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Cisat mcg/kg/min,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,THAM (30 meq=100cc),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nabicarb 250/1000,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,INTAKE ON FLOOR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SOLUMEDROL DRIPMG/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,heparin via sheaths,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ANCEF IRRIGATION,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CARIPORIDE STUDY/CC,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W w/20gm CaGluc,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CAROPORIDE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,farr 7 intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/2 STR. IMPACT/FIBR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,250n/s 15mM NA PHOS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ANTI-THYMOCYTE GLOB,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PD fluid 2.5%,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,FENOLDOPAM 10MG/250C,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PENTOBARB DRIP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PD4.5%,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,drain flush l,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NEPRO W/ PROMOD,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GASTROGAVIN,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,4.25travasol/5%dex.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W/Ca Gluc 20Gm,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,d5w/20g cagluc/L,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1000 D5W 20GM CAGLU,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,farr 7 crystalloid,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,anti-thymocyte globn,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nepro with promod,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Fluid in cath lab,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1000NS/1000UHEPARIN,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,bivalirudin gtt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,antithymocyte globin,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,aprotinen,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SOLUMEDROL GTT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,INR BLOOD PRODUCTS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,po intake farr5,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,c-scan,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cell saver/or,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,pos. dialysate intak,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ALCOHOL 10%DRIP G/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,TROMETHAMINE CC/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1000D5/130NA ACETATE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ACETYLCYSTEINE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,alteplase,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,10% ALCOHOL DRIP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CONTRAST VIA NGT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,VICU PRBC,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IR CRYSTALLOID,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,"THIAME,FOLICACID,MVI","自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Cisat mcg/kg/hr,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,AMPHO-B,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,WATER VIA NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,peg tail flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,KCL 20mEq bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,potassium phos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CELL SAVER IN OR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Antithymocyte globu,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,100mgm ATG/250N/S,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Pigtail Drain FlushI,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,fenoldopam,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,from flow sheet,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,3/4st impact w/fiber,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,HYDRALAZINE IV,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,LOPRESSOR IV,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,farr 2 intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,METHYLPREDNISOLONE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,corlopam mcgs/kg/min,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,gastroview,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,E.R. CRYSTALLOID,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/2ST IMPACT/FIBER,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GOLYTELY,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,KETAMINE MG/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/2 H2O/impact fiber,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,20 GM CAGLUC/1L D5W,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Alcohol Gm/hour,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS W/ 40 KCL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GU IRRIGANT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,corlopam,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,k phos over 6hrs.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ms04 pca,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ALCOHOL GTT ML/HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,carevue downtime,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,while carevue down,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CRYSTAL IN/DAY SHIFT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,40kcl in 500ns,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cryo,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,40kcl in 500cc ns,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GI IVF,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,15 mmol K phos/250cc,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Intra-abd. Pressure,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NA PHOS 30MMOL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,er crystilliods,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,atg,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,anti-thomocyte glob.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,FARR 6 IN IVF,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PORK INSULIN GTT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PLAMA-LYTE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Rectal Irrigation,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,lepirudim,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,10% ALCOHOL IN 5% D5,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,HYDROCHLORIC ACID,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,HCL 75 meq/500ml,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Prostaglandin,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cell saver OR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,OR CRYO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ns w/ 40meq kcl,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Pheresis - In,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nepro (1/2) & promod,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,contrast po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,20Gm CaGluc/1000ccNS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,K+ phosphate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,protonix 8mg/250,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,21mM Potassium Phos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Free H20 intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/4 NS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,capd dialysate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,before icu ns,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS FLUSH OF DRAIN,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,d10 bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Bicarb drip,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,TPN D21.5 with hep,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,THAM,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,thermoldilution,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,dextrose gtt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cardiac output fluid,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Water bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,free h20 bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Chest tube flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,gall drain flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Dextrose 15%,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Rifampin,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ER,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,dialysate in,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Bannana Bag,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,pepcid gtt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,15 mMol KPhos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,famotidine,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GO-LYTELY,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Vanco Enema In:,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Gastro Graphin,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,celestomy drain,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,mycomust,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Xygris,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,EW,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Angio IVF,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,lactulose Enema,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,15 MMOL NaPHOS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Verapamil,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Verapamil drip,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,iv intake in angio,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,EW IVF,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,HD output,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,irrig for bldr press,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Kayoxalate Enema,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CAPD dialysate dwell,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,fee water bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Mannitol 50Gm/250mL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,TOTAL IN FROM PAPERT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,iv fluid since mn,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Lactulose300mg/NS700,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,total intake since n,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,input from midnight,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,i&o by paper,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,FLOOR OUTPUT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,READYCAT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,gastrograffin,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ns w/ 15mmol na+ phs,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Bari-cat,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,HD putback,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IR blood products,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IR intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Peritoneal dial in,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,2.5% dialysate in,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1.5% dialysate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,protonix gtt cc/hr,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Hemo Vol,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Calcium chloride IVP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,sodium bicarb IVP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,reaadicat,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nicardipine gtt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W 150meq NAHCO3,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,golytlely,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Dilaudid Epidural,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nicardipine drip,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Bicarb gtt,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Nep Tube #1 flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Neph tube #2 flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,]readi-cat,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,er crystalloid,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ANGIO CRYSTALL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CISTACURIUM,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,barium sulfate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,aprotinin cc/hr,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nimbex mcg/kg/min,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,L neph tube irrig,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,criticare hn tf,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,promote with fiber,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,AMPHOTERCIN CC HR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GASTROGAVIN IN H20,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ER INTAKE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,promote/fiber,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,METHYLPREDNISONE GTT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CBI-NS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,pamidronate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,bladder press irrig,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,TPA 1MG/5CC,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,c scan,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CONTRAST VIA NG.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ANGIO CRYSTALLOIDS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PRE ANGIO(PACU)CRYST,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/4STR BETAD. FLUSH,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS 40 KCL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,METROWEST INTAKE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,impact w/fiber+promo,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cistatracurium,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,REPLACEMENT FLUID,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,iv fluid in angio,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PROMOTE/w/FIBER,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cistacur mcq/kg/min,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,FREE WATER/OR D5W,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,APROTONIN,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ETOH DRIP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Bile instillation,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,k phosphate iv,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,solumedrol drip,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CARDIAC OUTPUT FLUSH,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,bile replacement/q4h,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ANGIO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,MANITOL,"自由文本入量描述, 目标概念库外"
